annee,region,culture,saison,temperature_C,precipitations_mm,humidite_pct,rayonnement_MJm2,etp_mmd,co2_ppm,usage_terres_pct,stress_ecologique_idx,type_sol,ph_sol,matiere_organique_pct,N_kgha,P_kgha,K_kgha,irrigation,pratique_agricole,altitude_m,superficie_ha,rendement_tha,production_t
2013,Adamaoua,maïs,saison_sèche,18.42,1727.05,68.78,15.27,2.29,408.24,47.76,42.25,brun_eutrophe,5.52,3.0,136.67,39.44,80.08,non_irriguée,biologique,763.6,6.86,1.23,8.44
2018,Est,palmier_à_huile,saison_sèche,21.68,1235.66,68.06,17.51,3.79,422.35,36.4,24.64,alluvial,5.28,0.3,123.53,36.99,158.81,aspersion,biologique,748.2,0.45,15.59,7.02
2000,Sud-Ouest,poivre,petite_saison_sèche,21.77,3598.25,84.88,20.06,5.24,382.52,56.4,39.42,ferrallitique,4.86,2.49,53.47,30.12,53.73,non_irriguée,traditionnelle,116.6,3.18,1.15,3.66
2024,Sud-Ouest,cacaotier,saison_sèche,25.72,3016.7,78.8,12.47,5.83,435.22,54.9,29.77,volcanique,5.38,1.9,66.75,37.24,109.76,gravitaire,biologique,334.0,2.71,0.62,1.68
2023,Ouest,haricot,saison_sèche,20.2,1595.89,78.11,23.81,5.3,431.23,44.49,23.23,andosolique,5.97,2.39,18.7,46.02,33.02,pluviale,intégrée,1736.9,2.77,1.15,3.19
2018,Nord,mil,saison_sèche,34.49,1122.07,50.21,19.17,4.8,433.59,50.15,35.79,brun_subaride,6.17,1.37,41.69,19.35,40.69,pluviale,conventionnelle,464.5,4.3,0.68,2.92
2014,Sud,palmier_à_huile,petite_saison_sèche,24.66,1762.47,74.82,23.42,3.85,422.39,73.64,15.31,ferrallitique,5.68,3.81,98.57,50.39,151.99,pluviale,biologique,527.9,3.43,16.88,57.9
2017,Ouest,café_arabica,petite_saison_pluies,25.39,2158.76,72.68,9.96,5.41,416.37,27.02,44.27,andosolique,6.01,3.43,78.36,36.77,70.4,goutte-à-goutte,biologique,1154.5,1.21,0.3,0.36
2011,Adamaoua,riz,petite_saison_pluies,19.77,1327.26,58.79,15.58,4.16,406.26,59.01,15.85,brun_eutrophe,5.97,3.08,102.73,58.19,105.09,non_irriguée,traditionnelle,1619.2,5.71,2.39,13.65
2007,Littoral,bananier,petite_saison_sèche,26.76,2423.05,85.31,23.92,5.58,386.62,38.52,45.72,alluvial,5.55,3.19,184.74,65.8,428.76,aspersion,intégrée,0,2.19,15.97,34.97
2003,Adamaoua,patate_douce,grande_saison_pluies,22.95,1288.06,51.26,16.81,4.47,386.6,64.65,50.48,brun_eutrophe,6.08,4.04,70.47,32.15,113.72,gravitaire,intégrée,1338.5,0.83,7.72,6.41
2015,Centre,manioc,petite_saison_sèche,23.58,1464.8,81.29,12.92,4.43,415.68,98.74,19.16,ferrallitique,5.58,3.08,70.63,41.55,100.34,aspersion,intégrée,851.1,2.51,9.4,23.59
2021,Ouest,café_arabica,saison_sèche,22.6,1895.84,69.38,15.15,5.46,424.81,71.15,15.24,andosolique,5.75,2.86,62.89,24.67,142.92,goutte-à-goutte,intégrée,1429.0,4.57,0.56,2.56
2000,Adamaoua,riz,saison_sèche,17.04,1323.82,60.52,19.65,3.67,379.02,66.12,14.99,brun_eutrophe,6.33,0.48,106.96,68.67,87.38,gravitaire,traditionnelle,1035.5,3.34,1.26,4.21
2023,Centre,ananas,saison_sèche,20.65,1703.65,77.47,17.48,5.22,436.46,52.23,39.05,ferrallitique,5.04,4.22,81.91,23.35,259.34,pluviale,intégrée,580.5,1.24,27.68,34.32
2003,Adamaoua,riz,petite_saison_sèche,21.64,1004.89,62.42,19.24,4.65,379.92,82.9,25.48,brun_eutrophe,6.99,2.54,104.8,41.07,102.14,aspersion,améliorée,910.6,1.4,1.95,2.73
2024,Sud-Ouest,bananier,petite_saison_sèche,22.23,3143.72,93.3,19.96,2.34,437.73,78.75,14.64,alluvial,6.03,2.52,204.12,54.6,349.64,gravitaire,intégrée,328.4,0.3,10.93,3.28
2005,Adamaoua,pomme_de_terre,saison_sèche,18.48,1476.83,67.41,24.95,4.09,394.51,63.91,22.12,limoneux,5.39,4.99,180.12,55.57,199.76,non_irriguée,traditionnelle,1244.4,2.46,5.46,13.43
2005,Extrême-Nord,coton,petite_saison_sèche,33.27,657.98,30.05,10.29,6.16,386.91,42.21,54.22,halomorphe,6.83,3.05,103.49,50.05,35.22,non_irriguée,traditionnelle,266.8,1.96,0.52,1.02
2022,Sud-Ouest,thé,grande_saison_pluies,27.15,2611.24,87.53,20.74,4.88,433.47,67.05,51.77,ferrallitique,5.18,2.85,113.54,34.6,81.89,gravitaire,biologique,154.5,2.69,1.29,3.47
2021,Sud-Ouest,bananier,saison_sèche,23.45,3835.66,84.44,14.92,4.86,427.59,61.01,61.67,ferrallitique,5.92,4.35,174.08,66.73,286.68,pluviale,améliorée,287.2,1.92,3.45,6.62
2010,Nord,oignon,petite_saison_sèche,33.34,715.2,28.75,15.2,5.1,403.35,11.13,36.57,brun_subaride,5.86,3.54,94.4,63.44,152.52,pluviale,conventionnelle,402.2,1.62,3.39,5.49
2014,Centre,tomate,saison_sèche,20.35,1591.22,82.21,20.47,4.32,409.43,68.22,23.84,hydromorphe,6.33,4.15,123.97,68.45,159.13,pluviale,améliorée,681.9,3.33,8.91,29.67
2004,Centre,cacaotier,petite_saison_sèche,21.04,1211.25,80.08,19.09,2.82,390.57,52.85,39.92,alluvial,6.07,4.27,102.13,41.93,112.21,aspersion,améliorée,728.4,0.1,0.25,0.03
2022,Extrême-Nord,oignon,grande_saison_pluies,29.51,281.49,31.62,8,3.6,426.22,61.38,45.12,halomorphe,6.49,2.6,58.45,51.81,135.9,pluviale,intégrée,203.9,5.2,2.71,14.09
2002,Nord,coton,petite_saison_sèche,40.94,987.12,59.33,13.25,6.55,384.59,52.35,47.67,brun_subaride,5.66,3.44,81.57,37.72,84.36,gravitaire,intégrée,600.9,5.14,0.14,0.72
2000,Extrême-Nord,coton,grande_saison_pluies,33.64,606.61,20,16.82,4.43,377.59,17.62,21.2,vertisol,5.85,4.63,90.71,47.59,35.47,pluviale,améliorée,213.3,0.1,1.4,0.14
2009,Nord-Ouest,haricot,grande_saison_pluies,20.27,1602.83,55.17,24.16,5.09,402.47,65.1,68.18,limon-argileux,7.0,3.29,11.43,48.22,74.57,non_irriguée,améliorée,2155.4,2.96,0.66,1.95
2010,Nord-Ouest,maïs,petite_saison_pluies,16.23,1387.18,61.01,20.41,4.02,397.6,52.48,56.82,limon-argileux,5.21,3.36,93.08,28.76,62.94,gravitaire,intégrée,1079.3,0.65,1.33,0.86
2003,Nord-Ouest,pomme_de_terre,petite_saison_sèche,18.35,1983.26,71.84,17.4,4.87,381.98,46.36,7.65,andosolique,6.08,1.69,120.71,102.03,260.14,pluviale,améliorée,1791.0,2.87,6.81,19.54
2011,Centre,maïs,petite_saison_pluies,25.01,1594.13,96.16,18.4,3.91,416.64,49.63,55.34,ferrallitique,5.96,4.19,104.72,58.88,78.79,pluviale,biologique,856.0,0.1,1.98,0.2
2007,Extrême-Nord,niébé,saison_sèche,26.84,679.93,20,20.39,3.07,400.08,5,46.51,vertisol,6.06,4.27,16.4,26.52,50.61,aspersion,améliorée,307.1,2.4,1.13,2.71
2002,Centre,maïs,grande_saison_pluies,19.87,1304.56,68.35,13.2,3.75,383.12,47.86,54.3,alluvial,6.41,4.15,115.49,42.56,75.52,non_irriguée,intégrée,500.4,0.73,2.03,1.48
2014,Adamaoua,soja,petite_saison_pluies,19.93,1051.37,76.16,16.09,5.04,415.09,71.7,41.67,ferrallitique_lessivé,6.68,3.0,6.06,56.35,89.19,non_irriguée,intégrée,1094.9,6.4,1.18,7.55
2020,Adamaoua,riz,petite_saison_sèche,20.64,1717.57,57.77,21.95,3.05,423.04,51.59,37.78,limoneux,6.16,2.37,83.11,48.22,89.76,goutte-à-goutte,intégrée,1208.0,6.04,2.46,14.86
2022,Ouest,haricot,petite_saison_sèche,18.74,1544.18,85.26,21.66,2.97,429.42,66.16,41.19,andosolique,5.84,3.11,14.54,33.68,63.6,non_irriguée,améliorée,1523.9,0.36,0.61,0.22
2023,Sud-Ouest,poivre,petite_saison_pluies,23.56,2454.85,77.58,15.81,3.65,435.75,64.36,47.67,alluvial,5.93,4.28,82.86,22.88,56.77,gravitaire,améliorée,0,6.01,0.75,4.51
2022,Centre,bananier,grande_saison_pluies,27.28,1687.73,76.36,14.72,4.23,429.4,63.27,23.1,ferrallitique,5.18,3.68,199.36,58.07,284.09,goutte-à-goutte,traditionnelle,697.2,5.15,16.62,85.59
2018,Littoral,maïs,petite_saison_sèche,26.73,2521.09,92.15,21.36,5.84,419.38,73.24,63.63,sableux_côtier,6.35,2.61,127.19,39.12,101.45,goutte-à-goutte,biologique,15.9,5.38,0.92,4.95
2024,Adamaoua,riz,saison_sèche,22.29,1480.73,55.79,19.92,3.08,433.78,73.35,44.89,limoneux,5.54,1.41,147.89,53.32,111.98,aspersion,intégrée,1155.5,0.1,2.05,0.2
2017,Adamaoua,patate_douce,saison_sèche,25.68,1169.83,49.39,20.27,2.29,421.46,44.0,30.89,limoneux,5.28,3.55,67.39,27.75,105.77,non_irriguée,intégrée,1432.1,0.1,6.37,0.64
2023,Centre,manioc,saison_sèche,23.06,1956.99,80.21,16.35,5.54,430.64,48.79,56.95,hydromorphe,6.65,2.41,80.58,32.25,96.23,goutte-à-goutte,améliorée,674.1,1.3,4.49,5.84
2005,Littoral,macabo,grande_saison_pluies,26.98,2085.76,88.68,17.31,4.19,394.24,30.09,38.09,alluvial,6.31,2.04,55.69,31.01,92.05,goutte-à-goutte,traditionnelle,66.1,2.9,7.99,23.17
2000,Sud-Ouest,ananas,petite_saison_pluies,24.04,2959.7,97.58,14.01,4.23,377.53,49.62,47.98,ferrallitique,6.13,1.59,67.15,35.88,164.96,gravitaire,conventionnelle,20.2,5.37,13.5,72.5
2020,Extrême-Nord,mil,petite_saison_pluies,32.22,577.63,32.92,15.71,5.34,426.72,41.24,38.68,vertisol,6.43,3.3,51.56,12.51,40.29,gravitaire,intégrée,437.2,2.01,1.09,2.19
2009,Extrême-Nord,niébé,petite_saison_pluies,40.15,505.14,32.63,20.67,5.74,412.75,66.7,24.26,halomorphe,6.04,2.62,9.03,42.4,44.71,gravitaire,améliorée,257.6,2.83,0.83,2.35
2009,Sud,bananier,saison_sèche,24.55,1447.58,87.54,15.95,3.26,403.23,37.82,27.11,sableux_forestier,5.64,1.76,136.24,61.96,334.14,gravitaire,améliorée,547.8,1.0,5.9,5.9
2013,Sud,cacao,petite_saison_pluies,25.23,1460.09,87.76,21.01,4.92,410.88,32.19,56.26,hydromorphe,6.38,2.18,87.59,29.39,90.87,goutte-à-goutte,traditionnelle,645.4,0.69,0.42,0.29
2006,Nord-Ouest,café_arabica,petite_saison_sèche,19.73,2169.34,74.69,15.46,4.86,383.24,48.8,37.55,limon-argileux,6.2,1.71,71.27,22.89,102.04,gravitaire,améliorée,2130.7,2.49,0.52,1.29
2004,Nord,arachide,petite_saison_pluies,41.91,843.05,65.4,18.78,5.31,384.74,44.43,43.92,sableux,5.41,5.18,5.16,39.31,76.61,goutte-à-goutte,biologique,414.2,1.77,1.26,2.23
2009,Ouest,café_arabica,grande_saison_pluies,18.4,2257.43,67.23,16.91,4.69,400.29,76.52,34.41,andosolique,5.89,4.22,50.49,16.29,121.39,gravitaire,traditionnelle,1302.3,3.49,0.7,2.44
2000,Littoral,macabo,petite_saison_sèche,25.55,2793.03,86.64,22.59,3.26,375.32,52.04,8.82,alluvial,6.54,3.77,45.19,33.05,119.48,non_irriguée,améliorée,132.3,2.18,7.51,16.37
2015,Centre,bananier,saison_sèche,25.05,1408.43,77.94,17.69,4.06,408.98,23.88,37.38,alluvial,6.74,3.0,168.81,65.62,379.18,goutte-à-goutte,intégrée,866.2,0.42,13.21,5.55
2022,Ouest,pomme_de_terre,petite_saison_sèche,16.67,1922.44,53.53,21.7,2.0,429.67,43.64,22.27,ferrallitique_rouge,5.54,3.31,155.52,79.43,195.59,non_irriguée,traditionnelle,1726.5,0.73,7.12,5.2
2008,Adamaoua,soja,grande_saison_pluies,23.66,1201.06,71.04,19.53,4.29,408.16,34.3,18.68,brun_eutrophe,6.16,4.54,28.18,37.34,79.44,non_irriguée,conventionnelle,940.8,3.23,1.07,3.46
2004,Sud-Ouest,thé,petite_saison_pluies,27.3,2732.08,87.6,15.22,2.93,389.71,45.67,31.55,alluvial,4.71,1.33,97.42,29.32,97.81,pluviale,traditionnelle,138.9,7.13,1.32,9.41
2011,Sud,bananier,petite_saison_sèche,27.18,1492.14,81.55,13.88,4.97,402.01,43.95,36.98,hydromorphe,6.76,2.68,163.61,48.76,234.28,non_irriguée,traditionnelle,512.5,6.42,17.77,114.08
2004,Extrême-Nord,oignon,petite_saison_pluies,36.41,509.79,36.69,18.01,4.96,386.56,28.92,56.31,sableux,5.95,2.38,93.33,55.06,90.02,non_irriguée,améliorée,372.9,0.1,0.76,0.08
2000,Est,palmier_à_huile,petite_saison_pluies,19.49,1561.65,87.27,18.77,3.15,383.44,35.49,33.33,hydromorphe,4.65,1.11,66.45,49.34,175.3,goutte-à-goutte,traditionnelle,685.0,1.81,11.17,20.22
2014,Littoral,cacaotier,saison_sèche,25.69,2475.41,82.73,14.51,4.79,411.64,45.05,26.58,alluvial,6.4,3.92,74.38,17.8,84.98,aspersion,traditionnelle,66.7,6.18,0.62,3.83
2009,Adamaoua,patate_douce,grande_saison_pluies,24.95,1522.62,73.74,14.17,3.89,393.79,72.0,19.95,brun_eutrophe,5.35,2.23,52.41,39.61,139.59,non_irriguée,conventionnelle,1093.7,1.6,4.7,7.52
2000,Est,maïs,grande_saison_pluies,25.87,1419.37,97.91,14.33,5.88,377.34,79.47,80.25,hydromorphe,6.2,4.55,94.35,66.59,96.14,aspersion,traditionnelle,656.9,2.74,2.55,6.99
2001,Nord,mil,saison_sèche,38.01,947.82,45.53,25.52,5.19,378.4,65.84,43.33,vertisol,6.32,4.85,49.4,33.6,33.46,gravitaire,biologique,429.9,3.39,0.56,1.9
2002,Centre,ananas,petite_saison_pluies,23.92,1785.38,74.01,19.82,4.76,386.22,39.29,43.27,alluvial,6.08,1.8,68.74,30.67,245.62,pluviale,conventionnelle,728.8,2.85,28.72,81.85
2017,Nord,mil,saison_sèche,37.07,836.31,28.18,25.78,5.27,413.75,64.15,32.96,sableux,6.71,3.0,42.49,28.8,57.63,aspersion,traditionnelle,322.8,1.54,0.63,0.97
2022,Sud-Ouest,palmier_à_huile,grande_saison_pluies,24.96,2868.14,87.82,17.29,3.74,429.6,60.37,44.84,ferrallitique,4.8,3.62,112.99,16.1,200.89,non_irriguée,améliorée,222.4,0.1,17.8,1.78
2009,Adamaoua,maïs,grande_saison_pluies,23.12,1482.01,60.67,10.32,5.08,401.18,55.62,48.13,brun_eutrophe,6.31,0.3,107.99,42.38,87.92,non_irriguée,améliorée,1072.7,2.7,2.03,5.48
2000,Nord,oignon,petite_saison_pluies,25.01,894.14,51.57,22.61,5.05,380.85,65.76,12.35,brun_subaride,5.97,2.74,61.29,65.95,136.96,gravitaire,améliorée,239.0,2.41,1.87,4.51
2007,Nord-Ouest,pomme_de_terre,petite_saison_sèche,18.7,1793.69,69.25,14.69,3.49,396.44,32.3,40.37,ferrallitique_rouge,5.93,3.23,111.29,97.06,243.81,pluviale,améliorée,1656.0,3.57,5.98,21.35
2014,Sud-Ouest,cacaotier,petite_saison_pluies,24.52,3460.05,74.87,23.14,5.05,411.95,66.27,39.36,ferrallitique,6.18,4.57,8.07,35.13,110.24,non_irriguée,améliorée,310.7,2.64,0.42,1.11
2022,Sud-Ouest,palmier_à_huile,petite_saison_sèche,24.35,2610.87,90.6,18.02,5.87,434.23,67.35,45.19,ferrallitique,5.46,3.68,84.42,63.05,204.24,pluviale,biologique,337.9,3.59,18.34,65.84
2003,Littoral,maïs,grande_saison_pluies,25.93,2202.13,80.97,18.42,5.49,388.19,79.78,46.76,ferrallitique,6.13,3.34,91.62,63.7,67.77,gravitaire,biologique,8.5,3.41,1.52,5.18
2011,Nord-Ouest,pomme_de_terre,petite_saison_sèche,20.25,1876.08,72.01,22.77,4.72,399.1,52.82,52.86,andosolique,5.38,3.04,120.06,64.6,289.67,pluviale,intégrée,1717.8,1.37,8.23,11.28
2007,Centre,palmier_à_huile,saison_sèche,29.24,1551.91,82.47,14.02,6.51,396.82,27.23,42.79,hydromorphe,4.99,1.21,99.65,40.15,181.04,aspersion,intégrée,409.6,2.25,17.07,38.41
2004,Sud-Ouest,poivre,saison_sèche,21.52,3456.01,90.52,20.57,2.87,388.32,48.09,62.18,alluvial,5.58,3.25,65.91,31.92,102.72,goutte-à-goutte,améliorée,498.9,2.08,1.1,2.29
2015,Adamaoua,maïs,petite_saison_sèche,18.75,1476.59,61.56,20.85,3.93,417.62,35.13,12.18,brun_eutrophe,6.1,2.75,98.97,43.45,38.79,pluviale,améliorée,981.8,1.43,1.56,2.23
2011,Sud,bananier,petite_saison_sèche,21.89,1806.28,77.56,22.14,6.28,400.87,46.23,52.26,ferrallitique,6.3,3.49,147.07,72.7,343.71,goutte-à-goutte,améliorée,540.6,2.09,15.97,33.38
2000,Nord,mil,petite_saison_sèche,31.83,1131.63,61.5,15.7,7.21,378.78,73.08,52.13,vertisol,5.23,2.04,40.84,20.61,40.3,goutte-à-goutte,intégrée,416.7,1.1,0.37,0.41
2010,Extrême-Nord,coton,saison_sèche,32.74,622.02,20.7,16.19,5.01,409.2,56.5,35.51,halomorphe,6.0,2.54,50.25,29.54,70.96,non_irriguée,améliorée,383.1,2.42,0.76,1.84
2020,Sud,café_robusta,grande_saison_pluies,24.37,1913.04,83.8,21.33,3.35,429.37,76.15,21.94,sableux_forestier,6.26,3.35,84.89,26.1,67.68,aspersion,améliorée,554.5,2.8,0.63,1.76
2011,Centre,cacaotier,petite_saison_sèche,25.51,1099.91,78.39,15.22,5.42,405.21,24.48,27.4,ferrallitique,6.12,7.54,76.64,35.28,116.58,pluviale,traditionnelle,767.2,1.38,0.39,0.54
2010,Ouest,café_arabica,petite_saison_pluies,23.58,2019.62,78.19,18.2,2.59,407.06,36.05,46.26,andosolique,5.5,1.39,63.93,21.71,122.62,gravitaire,biologique,1681.8,4.01,0.58,2.33
2022,Ouest,café_arabica,grande_saison_pluies,17.86,2136.82,87.06,14.83,3.16,430.03,82.91,52.34,ferrallitique_rouge,5.35,3.96,47.27,27.42,75.05,goutte-à-goutte,conventionnelle,1330.2,1.1,0.54,0.59
2020,Sud-Ouest,ananas,grande_saison_pluies,26.93,3412.21,86.44,14.22,3.69,424.81,49.46,20.24,alluvial,5.22,3.38,77.42,43.13,182.3,goutte-à-goutte,améliorée,48.5,3.2,9.02,28.86
2007,Littoral,ananas,petite_saison_pluies,25.35,2459.67,86.61,13.93,4.78,403.29,74.44,62.22,alluvial,5.13,2.79,56.34,29.32,154.57,gravitaire,traditionnelle,247.0,1.24,17.77,22.03
2014,Littoral,maïs,petite_saison_sèche,27.08,2491.76,84.71,14.71,3.6,403.49,51.27,25.05,sableux_côtier,5.95,4.46,105.17,43.79,72.03,goutte-à-goutte,traditionnelle,211.6,1.78,0.82,1.46
2008,Nord,oignon,petite_saison_pluies,26.59,614.59,53.37,23.46,5.75,399.0,43.11,30.05,vertisol,5.86,4.12,95.69,46.32,100.87,aspersion,intégrée,427.5,1.52,9.04,13.74
2001,Sud-Ouest,bananier,saison_sèche,25.25,3646.68,87.47,17.63,3.92,386.26,76.67,50.85,ferrallitique,5.67,2.7,169.94,45.38,241.5,gravitaire,traditionnelle,161.7,0.1,9.49,0.95
2008,Sud-Ouest,cacaotier,petite_saison_pluies,25.17,3686.14,82.39,18.65,3.44,398.17,47.91,37.9,volcanique,5.48,1.95,90.2,31.52,96.78,aspersion,conventionnelle,484.1,4.27,0.37,1.58
2012,Est,bananier,saison_sèche,22.09,1190.68,69.26,22.31,5.35,400.07,64.45,31.43,ferrallitique,5.84,1.54,177.22,70.42,268.43,gravitaire,biologique,657.8,2.66,8.08,21.49
2010,Littoral,ananas,saison_sèche,27.36,2519.33,83.78,14.8,4.52,403.24,49.38,32.66,alluvial,5.78,2.93,70.18,26.68,164.19,non_irriguée,traditionnelle,45.8,1.73,22.5,38.92
2000,Ouest,maïs,grande_saison_pluies,16.02,2262.7,84.2,15.57,2.84,384.95,28.97,23.51,ferrallitique_rouge,5.87,2.53,104.35,75.81,62.25,gravitaire,intégrée,1691.5,4.16,1.05,4.37
2005,Sud,palmier_à_huile,saison_sèche,27.4,1762.89,82.72,23.9,6.99,389.09,40.8,25.61,hydromorphe,4.66,6.27,96.32,47.79,220.96,non_irriguée,biologique,507.3,0.72,15.1,10.87
2019,Centre,ananas,saison_sèche,23.4,1781.1,87.52,16.37,5.31,419.19,43.64,47.56,alluvial,5.55,2.67,77.11,26.51,211.36,pluviale,traditionnelle,670.3,3.8,17.55,66.69
2007,Nord,tomate,petite_saison_sèche,36.32,1098.96,57.7,14.57,4.96,389.67,59.54,26.29,brun_subaride,6.2,3.65,79.39,74.55,163.69,gravitaire,intégrée,379.8,5.0,3.16,15.8
2004,Adamaoua,riz,petite_saison_sèche,25.1,1460.54,59.38,16.66,3.41,383.94,42.6,40.4,brun_eutrophe,5.8,2.18,87.65,77.29,88.44,gravitaire,améliorée,1130.5,1.6,2.25,3.6
2021,Nord,arachide,petite_saison_pluies,25.14,979.73,48.44,22.73,5.1,430.47,43.71,28.65,vertisol,5.48,2.8,9.86,39.75,52.45,aspersion,biologique,309.3,4.29,0.51,2.19
2011,Littoral,maïs,saison_sèche,30.79,2115.47,94.48,25.33,7.19,404.95,39.8,22.57,sableux_côtier,6.38,1.97,83.12,40.87,55.55,non_irriguée,traditionnelle,117.1,0.16,0.98,0.16
2017,Extrême-Nord,sorgho,grande_saison_pluies,36.87,493.5,23.06,15.13,3.05,421.7,90.03,21.68,halomorphe,6.37,4.03,61.29,27.18,39.69,gravitaire,traditionnelle,244.8,2.28,1.03,2.35
2005,Ouest,café_arabica,petite_saison_pluies,20.28,1760.57,83.61,10.77,5.36,395.22,52.56,17.68,andosolique,5.59,2.24,38.02,27.8,99.85,non_irriguée,améliorée,1260.8,0.34,0.48,0.16
2003,Centre,ananas,grande_saison_pluies,28.47,1502.44,81.11,15.6,3.64,385.77,54.56,54.0,alluvial,6.03,3.92,71.92,44.78,202.76,pluviale,améliorée,577.3,5.38,24.32,130.84
2014,Sud-Ouest,palmier_à_huile,petite_saison_sèche,27.58,2653.22,87.1,18.78,3.0,404.29,70.23,41.44,ferrallitique,5.84,3.56,101.23,32.34,185.78,pluviale,améliorée,69.5,7.56,22.0,166.32
2018,Sud-Ouest,cacaotier,saison_sèche,24.23,2797.56,95.32,15.02,5.98,426.18,36.71,29.49,volcanique,5.19,1.85,80.93,33.57,128.87,non_irriguée,biologique,171.3,1.44,0.43,0.62
2023,Nord-Ouest,pomme_de_terre,petite_saison_sèche,21.5,1710.94,75.27,19.47,3.86,425.79,39.56,38.18,andosolique,6.17,3.89,180.9,62.5,237.12,goutte-à-goutte,traditionnelle,1880.4,3.69,4.46,16.46
2015,Nord-Ouest,tomate,petite_saison_sèche,30.86,1759.31,65.1,15.92,5.82,419.15,47.41,37.07,andosolique,5.85,3.54,153.31,42.6,139.77,gravitaire,conventionnelle,1819.1,0.1,1.78,0.18
2016,Est,maïs,petite_saison_pluies,25.1,1556.02,87.19,26.9,5.01,420.72,34.95,47.72,ferrallitique,5.76,1.68,104.97,36.08,71.87,aspersion,biologique,640.9,2.94,2.61,7.67
2009,Adamaoua,pomme_de_terre,saison_sèche,20.36,1407.47,89.7,13.29,5.6,401.73,83.58,33.6,brun_eutrophe,5.66,1.25,122.08,53.15,146.18,aspersion,intégrée,1213.8,3.5,11.38,39.83
2022,Nord,tomate,grande_saison_pluies,38.86,1068.5,39.07,15.83,4.74,424.27,43.71,38.47,vertisol,5.84,3.25,136.18,66.35,245.88,pluviale,traditionnelle,460.0,0.1,5.61,0.56
2013,Nord,arachide,petite_saison_sèche,27.64,1023.82,57.3,18.86,5.05,405.3,67.73,33.99,brun_subaride,5.09,3.61,14.49,14.69,58.31,goutte-à-goutte,biologique,397.9,1.48,1.0,1.48
2014,Littoral,bananier,petite_saison_pluies,26.72,2720.12,85.05,15.86,5.46,413.04,61.09,35.81,sableux_côtier,5.48,2.56,157.77,72.92,281.24,pluviale,conventionnelle,90.1,1.51,17.48,26.39
2023,Nord-Ouest,pomme_de_terre,petite_saison_sèche,18.18,1765.36,84.18,19.93,3.79,433.6,65.69,31.11,ferrallitique_rouge,5.32,3.87,173.01,71.32,251.88,aspersion,traditionnelle,1930.6,2.35,5.32,12.5
2004,Sud-Ouest,cacaotier,petite_saison_sèche,24.83,2726.46,81.15,17.85,4.39,388.72,34.31,34.16,ferrallitique,6.38,0.94,27.05,45.37,105.34,non_irriguée,biologique,677.8,1.32,0.37,0.49
2015,Sud-Ouest,bananier,petite_saison_sèche,25.65,2485.26,84.64,16.65,6.03,414.08,79.74,24.36,alluvial,5.8,1.67,200.54,66.36,379.99,pluviale,intégrée,204.7,3.25,16.41,53.33
2005,Adamaoua,soja,petite_saison_pluies,23.75,1436.93,62.73,16.16,5.43,396.56,61.32,52.85,limoneux,6.61,4.7,21.99,35.84,114.29,non_irriguée,traditionnelle,1279.0,1.74,0.91,1.58
2000,Nord-Ouest,haricot,petite_saison_sèche,19.92,1939.24,71.52,26.63,4.96,379.75,46.91,62.07,ferrallitique_rouge,6.17,2.46,19.59,37.88,61.44,aspersion,biologique,1793.3,1.42,0.59,0.84
2000,Est,manioc,petite_saison_pluies,23.5,1027.26,77.78,14.78,3.87,379.85,53.86,26.93,alluvial,5.92,1.37,40.66,30.4,137.23,gravitaire,intégrée,544.6,3.97,9.53,37.83
2018,Centre,tomate,petite_saison_pluies,24.29,1729.31,80.76,22.1,2.73,421.88,37.87,27.89,ferrallitique,6.34,5.6,78.09,65.47,182.89,gravitaire,biologique,710.2,3.02,5.34,16.13
2013,Sud-Ouest,cacaotier,saison_sèche,27.09,2345.98,81.87,20.61,2.97,403.56,51.74,31.48,alluvial,5.93,1.2,84.43,35.8,148.71,gravitaire,intégrée,264.5,2.48,0.29,0.72
2020,Centre,manioc,petite_saison_sèche,24.95,1509.79,72.63,16.83,2.37,428.2,44.7,36.62,ferrallitique,4.56,2.25,47.91,36.05,115.66,goutte-à-goutte,conventionnelle,399.0,1.6,4.44,7.1
2008,Nord,tomate,petite_saison_pluies,33.24,647.37,50.12,12.14,5.45,394.52,75.19,51.25,sableux,5.53,4.12,67.66,76.82,164.38,non_irriguée,intégrée,430.7,0.1,6.4,0.64
2005,Sud,cacao,petite_saison_sèche,22.68,1609.27,90.31,23.07,4.71,403.22,37.49,11.9,hydromorphe,5.6,1.21,79.14,31.96,87.34,aspersion,conventionnelle,622.9,1.27,0.56,0.71
2008,Nord,sorgho,saison_sèche,28.38,681.62,31.91,20.61,7.25,394.38,34.46,42.53,vertisol,6.08,3.03,52.72,31.43,70.55,aspersion,intégrée,315.6,6.52,1.8,11.74
2018,Adamaoua,soja,saison_sèche,24.93,1454.02,66.53,12.31,4.97,419.29,32.53,27.41,ferrallitique_lessivé,6.71,4.32,13.37,33.69,111.83,aspersion,conventionnelle,1202.4,5.04,0.78,3.93
2019,Sud,cacao,saison_sèche,23.16,1697.6,83.3,21.08,6.51,426.28,65.06,23.04,sableux_forestier,6.28,4.86,82.02,53.72,139.65,non_irriguée,biologique,657.7,3.8,0.32,1.22
2020,Nord,sorgho,saison_sèche,28.98,925.45,69.54,16.81,3.32,428.03,55.96,47.37,sableux,6.01,3.9,74.77,21.27,41.61,pluviale,biologique,413.5,2.19,0.35,0.77
