annee,region,culture,saison,temperature_C,precipitations_mm,humidite_pct,rayonnement_MJm2,etp_mmd,usage_terres_pct,stress_ecologique_idx,type_sol,ph_sol,matiere_organique_pct,N_kgha,P_kgha,K_kgha,irrigation,pratique_agricole,altitude_m,superficie_ha,rendement_tha,NK_ratio,NP_ratio,NPK_total,indice_aridite,bilan_hydrique,temp_x_humidite,region_encoded,culture_encoded,saison_encoded,type_sol_encoded,irrigation_encoded,pratique_agricole_encoded
2020,Nord,tomate,petite_saison_pluies,26.51,767.31,46.79,16.01,6.79,58.54,53.88,brun_subaride,6.48,2.75,63.08,71.81,204.84,aspersion,biologique,429.0,6.06,11.1,0.3064516129032258,0.8663645103694547,339.73,3.2257161822701774,-1711.04,12.404029000000001,5,23,1,3,0,1
2022,Littoral,maïs,petite_saison_pluies,24.96,2349.86,91.31,15.94,3.46,76.13,61.49,ferrallitique,5.98,4.96,89.21,60.77,78.67,goutte-à-goutte,biologique,225.6,3.48,0.97,1.119743943768043,1.4442285899303868,228.64999999999998,0.5372076601754252,1086.96,22.790976,4,11,1,4,1,1
2004,Adamaoua,soja,petite_saison_sèche,23.19,1473.51,69.03,17.87,5.45,54.96,30.39,limoneux,5.75,4.32,20.23,30.02,139.8,goutte-à-goutte,intégrée,889.6,0.1,0.79,0.14367897727272727,0.6521598968407479,190.05,1.3490922408122021,-515.74,16.008057,0,20,2,10,1,3
2019,Sud-Ouest,thé,petite_saison_sèche,22.06,2279.67,82.51,20.05,3.52,84.58,38.55,volcanique,5.05,2.04,114.58,51.94,58.33,gravitaire,traditionnelle,0.0,3.93,2.41,1.9312320916905446,2.164336985266339,224.84999999999997,0.5633432280864833,994.8700000000001,18.201705999999998,9,22,2,15,2,4
2015,Sud,cacao,grande_saison_pluies,27.51,1868.36,87.48,22.66,5.83,39.62,30.13,ferrallitique,5.99,4.28,81.72,32.23,135.43,non_irriguée,traditionnelle,459.4,4.96,1.05,0.5989884922670966,2.4592235931387303,249.38,1.1383307656096204,-259.5899999999999,24.065748000000003,8,3,0,4,3,4
2009,Littoral,bananier,petite_saison_pluies,25.54,2169.78,86.64,21.94,3.92,39.37,56.2,ferrallitique,6.55,3.27,167.74,77.94,281.37,aspersion,traditionnelle,0.0,0.33,12.41,0.5940432765520417,2.1249049911325057,527.05,0.6591179207473811,738.9800000000002,22.127856,4,2,1,4,0,4
2003,Nord-Ouest,riz,grande_saison_pluies,19.41,1642.44,77.46,14.74,4.24,64.65,41.41,limon-argileux,6.22,3.56,62.79,67.02,50.85,aspersion,conventionnelle,1501.7,3.3,1.72,1.21099324975892,0.9231108497500735,180.66,0.9416832984471597,94.83999999999992,15.034985999999998,6,19,0,9,0,2
2024,Littoral,bananier,grande_saison_pluies,25.18,2815.25,100.0,18.3,3.44,100.0,37.74,ferrallitique,5.98,1.14,195.38,64.26,329.96,aspersion,améliorée,0.0,2.61,3.91,0.5903432438965434,2.9938706711615075,589.5999999999999,0.44584110075454947,1559.65,25.18,4,2,0,4,0,0
2018,Sud-Ouest,cacaotier,petite_saison_sèche,25.1,1462.72,92.42,20.75,5.29,58.63,34.13,volcanique,6.21,5.12,93.48,36.68,125.29,goutte-à-goutte,améliorée,273.2,1.15,0.13,0.7402011243962309,2.480891719745223,255.45,1.3191389063482086,-468.1299999999999,23.19742,9,4,2,15,1,0
2006,Sud,ananas,saison_sèche,29.12,2036.62,84.71,16.81,4.15,50.28,19.08,sableux_forestier,5.37,1.84,75.55,30.21,203.15,goutte-à-goutte,améliorée,525.8,2.42,28.11,0.3700710262062209,2.4206984940724126,308.90999999999997,0.7433918002375322,521.8699999999997,24.667552,8,0,3,13,1,0
2023,Adamaoua,patate_douce,saison_sèche,20.32,1076.55,62.3,12.36,3.82,50.89,58.2,ferrallitique_lessivé,6.4,2.96,44.08,39.16,168.12,non_irriguée,améliorée,1233.2,3.09,5.4,0.260643330179754,1.0976095617529882,251.36,1.293953876850262,-317.75,12.65936,0,16,3,5,3,0
2000,Est,bananier,saison_sèche,22.32,1803.83,93.46,19.32,4.36,46.6,25.36,hydromorphe,6.33,2.63,204.46,38.88,266.1,gravitaire,traditionnelle,557.4,4.14,12.82,0.7654810932235118,5.126880641925777,509.44000000000005,0.8817450951059104,212.42999999999984,20.860272,2,2,3,8,2,4
2018,Extrême-Nord,mil,grande_saison_pluies,36.05,459.89,32.91,14.29,5.87,59.68,1.24,vertisol,5.84,4.22,48.65,16.83,38.75,gravitaire,améliorée,371.0,2.81,0.87,1.2238993710691823,2.7285473920358947,104.22999999999999,4.648723122653996,-1682.6600000000003,11.864054999999999,3,12,0,14,2,0
2006,Nord-Ouest,pomme_de_terre,petite_saison_sèche,18.84,1761.4,75.02,25.42,2.3,100.0,37.58,andosolique,6.37,3.18,169.36,84.99,220.54,gravitaire,traditionnelle,1788.5,2.08,5.87,0.7644669134242125,1.969531340853588,474.89,0.47633908306854283,921.9000000000002,14.133768,6,18,2,1,2,4
2001,Est,palmier_à_huile,petite_saison_pluies,24.44,1537.94,85.77,20.8,4.45,70.2,44.47,hydromorphe,4.83,3.43,103.36,47.82,113.24,non_irriguée,intégrée,735.5,0.1,15.68,0.9047619047619048,2.1171650962720197,264.42,1.055434259945157,-86.30999999999995,20.962188,2,15,1,8,3,3
2009,Centre,ananas,grande_saison_pluies,25.48,1793.62,76.02,15.16,4.25,65.89,50.17,alluvial,5.56,1.83,89.65,46.3,224.05,pluviale,intégrée,636.7,0.1,26.3,0.3983559209064652,1.8953488372093026,360.0,0.8643891185877791,242.3699999999999,19.369895999999997,1,0,0,0,4,3
2013,Est,manioc,petite_saison_pluies,22.93,1919.62,76.83,12.63,5.28,69.23,23.79,hydromorphe,5.79,3.68,92.92,38.26,75.47,non_irriguée,biologique,776.5,1.17,9.56,1.2151170393618413,2.3667855323484464,206.65,1.0034259770282514,-7.580000000000155,17.617119,2,10,1,8,3,1
2016,Est,manioc,saison_sèche,26.58,1240.2,89.97,18.72,5.67,65.35,34.78,ferrallitique,5.62,1.96,57.55,24.05,76.38,pluviale,conventionnelle,772.0,3.07,11.84,0.7437322305505298,2.297405189620758,157.98,1.6673783435385112,-829.3500000000001,23.914026,2,10,3,4,4,2
2015,Sud,ananas,petite_saison_pluies,23.82,1831.94,92.77,19.88,2.7,46.29,30.87,sableux_forestier,5.74,2.0,96.17,36.27,186.14,aspersion,améliorée,641.8,2.89,22.6,0.5138933418830822,2.580359538502817,318.58,0.5376608072277326,846.4399999999999,22.097814,8,0,1,13,0,0
2002,Sud,bananier,petite_saison_sèche,24.12,1326.71,92.46,12.81,4.29,65.23,34.54,sableux_forestier,6.43,4.23,188.02,35.54,216.77,pluviale,biologique,594.8,0.87,18.1,0.8633879781420765,5.145593869731801,440.33000000000004,1.179361456944664,-239.13999999999987,22.301352,8,2,2,13,4,1
2005,Sud-Ouest,thé,grande_saison_pluies,23.21,3514.74,92.38,14.07,4.26,47.45,71.81,volcanique,5.18,3.57,150.08,46.27,60.92,non_irriguée,traditionnelle,217.9,4.28,1.16,2.4237726098191215,3.1749524011000636,257.27000000000004,0.44226819958244923,1959.84,21.441398,9,22,0,15,3,4
2008,Sud,café_robusta,grande_saison_pluies,20.94,1441.28,96.34,23.06,4.64,38.45,36.08,sableux_forestier,5.37,2.36,69.39,21.59,106.42,pluviale,traditionnelle,483.3,3.36,0.78,0.645969093278719,3.0717131474103585,197.4,1.1742518789694094,-252.31999999999994,20.173596000000003,8,6,0,13,4,4
2021,Nord,coton,grande_saison_pluies,26.67,1036.79,30.37,25.18,4.34,56.52,32.31,brun_subaride,5.67,3.49,68.1,25.65,68.53,non_irriguée,améliorée,437.9,1.48,0.92,0.979433338127427,2.555347091932458,162.28,1.5264167124370056,-547.31,8.099679000000002,5,7,0,3,3,0
2011,Sud-Ouest,cacaotier,grande_saison_pluies,25.53,2579.6,88.6,19.22,4.72,48.13,73.03,alluvial,5.78,2.74,83.24,20.72,145.12,goutte-à-goutte,conventionnelle,0.0,3.16,0.55,0.5696687653983027,3.832412523020258,249.07999999999998,0.6675966829419515,856.8,22.61958,9,4,0,0,1,2
2001,Sud-Ouest,cacaotier,grande_saison_pluies,26.98,3441.12,86.24,19.69,4.61,32.52,53.68,volcanique,5.76,4.08,72.29,34.48,96.78,aspersion,traditionnelle,790.0,1.53,0.5,0.739312742892207,2.0374859075535516,203.55,0.4888411792732386,1758.4699999999998,23.267552000000002,9,4,0,15,0,4
2001,Est,maïs,saison_sèche,21.03,1474.23,75.42,17.88,4.91,42.37,31.5,ferrallitique,6.95,2.92,126.74,38.35,86.43,non_irriguée,améliorée,448.8,4.86,2.0,1.4496168363262036,3.2208386277001266,251.52,1.2148275184208563,-317.9200000000001,15.860826000000001,2,11,3,4,3,0
2004,Sud,ananas,petite_saison_sèche,27.72,1802.19,77.55,19.22,5.18,64.69,28.66,hydromorphe,5.34,1.11,81.98,19.45,159.45,non_irriguée,traditionnelle,507.7,2.73,11.27,0.5109379869118106,4.00880195599022,260.88,1.048530659553347,-88.50999999999976,21.496859999999998,8,0,2,8,3,4
2016,Littoral,palmier_à_huile,saison_sèche,24.78,2161.1,86.42,17.84,5.9,61.2,29.59,sableux_côtier,4.58,1.91,111.18,34.31,225.21,goutte-à-goutte,conventionnelle,56.7,0.58,12.02,0.49149020821360684,3.1486830926083265,370.70000000000005,0.9960223856435872,7.599999999999909,21.414876,4,15,3,12,1,2
2013,Adamaoua,pomme_de_terre,petite_saison_sèche,19.15,1606.6,58.52,23.56,2.85,67.32,39.94,ferrallitique_lessivé,5.75,4.71,134.91,71.08,126.59,aspersion,améliorée,1160.7,3.44,8.12,1.0573712673407005,1.8716703662597114,332.58000000000004,0.6470826076138343,566.3499999999999,11.206579999999999,0,18,2,5,0,0
2012,Nord,tomate,saison_sèche,22.23,1008.09,58.79,18.96,3.57,77.31,57.24,sableux,6.77,4.66,118.13,37.72,256.66,non_irriguée,intégrée,461.5,2.76,11.27,0.4584724054956143,3.050878099173554,412.51,1.2913119741549315,-294.9599999999999,13.069017,5,23,3,11,3,3
2002,Sud-Ouest,cacaotier,petite_saison_pluies,26.32,2419.24,88.6,28.16,3.84,60.47,36.37,volcanique,5.95,3.44,68.95,25.28,179.55,gravitaire,améliorée,138.0,5.36,0.64,0.38188867349764605,2.6236681887366817,273.78000000000003,0.5791161207153009,1017.6399999999999,23.319519999999997,9,4,1,15,2,0
2022,Nord-Ouest,riz,petite_saison_sèche,19.88,1297.84,78.33,14.18,5.53,54.91,55.01,andosolique,5.61,3.33,94.79,53.19,90.87,goutte-à-goutte,améliorée,1280.7,5.27,2.6,1.0317840426689888,1.7492157224580183,238.85000000000002,1.5540405284715593,-720.6100000000001,15.572004,6,19,2,1,1,0
2011,Littoral,maïs,petite_saison_sèche,27.82,2442.21,80.19,15.96,4.27,30.87,40.08,alluvial,5.86,3.26,104.31,62.16,93.81,aspersion,intégrée,112.2,0.1,0.93,1.1002004008016033,1.6515199493350223,260.28,0.637910781308197,883.6600000000001,22.308858,4,11,2,0,0,3
2023,Est,riz,saison_sèche,24.99,1150.5,97.84,23.07,3.48,21.43,25.29,hydromorphe,5.91,3.92,113.53,51.92,50.33,gravitaire,améliorée,618.4,0.1,2.73,2.2117669978570036,2.1453136810279667,215.77999999999997,1.1030829353017804,-119.70000000000005,24.450216,2,19,3,8,2,0
2000,Sud-Ouest,ananas,petite_saison_pluies,28.6,2620.9,91.39,15.45,3.3,67.21,9.73,alluvial,5.78,1.83,81.33,27.21,233.8,goutte-à-goutte,traditionnelle,218.3,2.21,15.4,0.3463798977853492,2.8830202056008507,342.34000000000003,0.45939967199359244,1416.4,26.137540000000005,9,0,1,0,1,4
2019,Est,palmier_à_huile,grande_saison_pluies,30.16,1260.91,79.03,27.39,5.69,66.53,33.11,hydromorphe,5.83,2.28,89.84,44.18,175.48,gravitaire,conventionnelle,608.2,2.23,13.92,0.5090661831368994,1.988490482514387,309.5,1.6457988287595788,-815.9400000000003,23.835448,2,15,0,8,2,2
2021,Nord-Ouest,tomate,grande_saison_pluies,15.39,2294.35,66.58,15.25,2.69,37.74,45.33,ferrallitique_rouge,6.27,2.89,128.95,28.8,96.22,gravitaire,traditionnelle,1721.1,4.0,3.25,1.3263731742439826,4.327181208053691,253.97,0.4277561156250681,1312.5,10.246662,6,23,0,6,2,4
2016,Est,manioc,grande_saison_pluies,30.61,1247.72,83.2,22.77,4.72,80.87,29.04,ferrallitique,6.59,4.02,56.73,28.63,65.43,non_irriguée,biologique,794.7,5.4,4.98,0.8539816348035525,1.9146135673304083,150.79000000000002,1.379652764430777,-475.0799999999999,25.46752,2,10,0,4,3,1
2007,Extrême-Nord,arachide,saison_sèche,36.89,632.85,47.83,15.29,5.75,62.4,36.37,halomorphe,5.28,2.53,15.05,37.53,38.84,gravitaire,intégrée,187.7,2.94,0.79,0.3777610441767068,0.3906047235920062,91.42,3.311114617022955,-1465.9,17.644486999999998,3,1,3,7,2,3
2015,Ouest,café_arabica,saison_sèche,16.72,1946.74,92.26,13.21,2.64,59.44,23.7,ferrallitique_rouge,6.1,0.3,79.87,26.78,80.86,aspersion,conventionnelle,1218.2,1.76,0.3,0.9756902027852432,2.875089992800576,187.51,0.49472722231920074,983.14,15.425872,7,5,3,6,0,2
2003,Extrême-Nord,niébé,petite_saison_sèche,26.9,379.68,39.18,19.12,3.81,63.82,20.54,sableux,5.29,2.18,15.72,28.55,40.55,goutte-à-goutte,améliorée,395.5,4.72,0.93,0.37833935018050546,0.531979695431472,84.82,3.6530681937585374,-1010.97,10.53942,3,13,2,11,1,0
2017,Ouest,oignon,grande_saison_pluies,19.71,1760.43,79.04,28.61,4.3,22.38,34.84,ferrallitique_rouge,5.89,3.98,106.78,74.41,154.17,goutte-à-goutte,biologique,1749.4,4.11,1.5,0.6881484823097249,1.4159925739291872,335.36,0.8910373957523149,190.93000000000006,15.578784000000002,7,14,0,6,1,1
2014,Nord-Ouest,maïs,grande_saison_pluies,19.1,1246.05,78.48,12.33,3.23,71.23,27.66,limon-argileux,6.67,2.82,111.02,44.1,95.35,aspersion,améliorée,1346.8,3.44,1.37,1.1522573949143746,2.461640798226164,250.47,0.945391123050399,67.09999999999991,14.98968,6,11,0,9,0,0
2019,Littoral,ananas,grande_saison_pluies,26.48,2707.9,83.02,16.73,4.78,49.63,26.56,ferrallitique,6.23,3.19,80.23,27.94,159.99,pluviale,conventionnelle,14.8,2.22,17.23,0.4983539350270203,2.7722874913614373,268.16,0.6440621654546126,963.2,21.983696,4,0,0,4,4,2
2014,Littoral,ananas,grande_saison_pluies,26.81,2604.99,78.92,22.76,5.68,38.44,14.33,ferrallitique,5.24,3.47,88.3,31.47,179.39,goutte-à-goutte,biologique,154.2,3.8,17.03,0.48949498309218914,2.719433323067447,299.15999999999997,0.7955517864611913,531.79,21.158451999999997,4,0,0,4,1,1
2012,Littoral,macabo,petite_saison_sèche,28.26,2868.79,88.72,21.52,3.67,34.21,44.0,alluvial,6.33,2.25,25.42,9.55,90.05,pluviale,intégrée,0.0,1.61,4.24,0.27918725974739156,2.4094786729857818,125.02,0.4667763146432317,1529.24,25.072272,4,9,2,0,4,3
2020,Est,bananier,petite_saison_pluies,26.94,1528.08,88.52,13.3,3.67,47.6,23.88,ferrallitique,6.54,2.23,188.51,49.2,320.18,gravitaire,intégrée,432.0,0.1,15.44,0.5869294476617473,3.7551792828685255,557.89,0.8760496507703979,188.52999999999997,23.847288,2,2,1,4,2,3
2019,Extrême-Nord,sorgho,petite_saison_sèche,41.52,798.96,43.26,22.28,6.52,46.92,45.5,vertisol,6.41,5.1,66.47,17.3,51.89,pluviale,améliorée,356.9,1.52,0.7,1.2567593117791642,3.63224043715847,135.66,2.9748987449372466,-1580.8399999999997,17.961552,3,21,2,14,4,0
2011,Est,manioc,grande_saison_pluies,25.54,1536.06,90.49,20.64,4.3,43.18,17.88,alluvial,5.27,4.8,74.66,25.17,109.35,aspersion,améliorée,714.0,1.18,3.22,0.6765745355686452,2.852884982804738,209.18,1.021105226861671,-33.440000000000055,23.111145999999998,2,10,0,0,0,0
2003,Centre,maïs,petite_saison_sèche,24.95,1715.53,76.88,22.55,4.69,37.25,3.7,hydromorphe,5.4,2.08,95.73,69.51,85.22,gravitaire,améliorée,892.4,0.1,1.95,1.1102992345163536,1.357679761735924,250.46,0.9972735693521233,3.6799999999998363,19.181559999999998,1,11,2,8,2,0
2015,Est,riz,petite_saison_sèche,27.94,1677.51,64.1,11.04,4.71,76.45,19.16,alluvial,6.37,1.82,112.99,38.73,106.82,gravitaire,traditionnelle,852.8,2.22,2.09,1.0479502875162308,2.843946639818777,258.53999999999996,1.0242119498841236,-41.6400000000001,17.90954,2,19,2,0,2,4
2019,Nord,mil,grande_saison_pluies,27.87,772.96,55.61,15.83,5.29,33.74,33.53,brun_subaride,6.29,4.03,27.02,13.45,28.66,non_irriguée,intégrée,551.1,5.76,0.44,0.9109912339851652,1.8698961937716263,69.13,2.494767171430048,-1157.8899999999999,15.498507,5,12,0,3,3,3
2010,Nord-Ouest,tomate,saison_sèche,18.73,1549.1,59.98,22.89,3.46,21.99,50.58,limon-argileux,6.19,1.08,102.73,60.45,203.77,aspersion,améliorée,932.0,3.68,2.65,0.5016848171118816,1.671765663140765,366.95000000000005,0.8147216308625251,286.1999999999998,11.234253999999998,6,23,3,9,0,0
2018,Adamaoua,maïs,petite_saison_sèche,22.76,1454.11,82.37,23.44,4.52,29.7,34.89,brun_eutrophe,5.92,3.07,109.14,50.46,78.24,pluviale,conventionnelle,1140.0,4.99,1.8,1.377334679454821,2.1208705790905555,237.83999999999997,1.1337974448667112,-195.69000000000005,18.747412,0,11,2,2,4,2
2020,Nord-Ouest,tomate,grande_saison_pluies,20.96,1324.86,61.85,19.51,2.92,42.61,76.0,limon-argileux,5.92,3.25,107.13,52.22,158.03,gravitaire,améliorée,1630.3,4.8,9.5,0.6736464817958875,2.012965050732807,317.38,0.8038556106979621,259.05999999999995,12.96376,6,23,0,9,2,0
2018,Centre,manioc,saison_sèche,28.16,1688.91,77.48,18.57,4.88,65.98,42.32,hydromorphe,6.04,1.87,45.24,31.71,112.69,non_irriguée,biologique,679.5,1.36,10.59,0.3979241797871405,1.383063283399572,189.64,1.0540206283174844,-92.28999999999996,21.818368,1,10,3,8,3,1
2000,Littoral,palmier_à_huile,grande_saison_pluies,23.71,2416.41,76.55,16.46,4.33,97.92,40.26,sableux_côtier,6.29,2.17,117.39,46.02,156.12,non_irriguée,conventionnelle,0.8,6.12,18.98,0.7471359470468432,2.4965971926839643,319.53,0.6537782171828528,835.9599999999998,18.150005,4,15,0,12,3,2
2019,Sud,bananier,petite_saison_sèche,23.3,1707.03,93.47,21.95,4.08,81.15,56.55,hydromorphe,6.31,2.83,148.61,61.8,375.51,non_irriguée,traditionnelle,601.4,1.36,18.74,0.3947039919258453,2.3664012738853506,585.9200000000001,0.87188164142316,217.82999999999993,21.77851,8,2,2,8,3,4
2013,Adamaoua,riz,saison_sèche,21.18,1338.15,72.03,19.97,3.77,23.02,41.71,limoneux,5.33,3.19,82.98,43.41,56.38,aspersion,conventionnelle,895.5,1.93,1.71,1.446148483792262,1.8684980860166631,182.77,1.0275547922189447,-37.899999999999864,15.255954,0,19,3,10,0,2
2001,Nord,sorgho,petite_saison_pluies,30.37,642.04,58.99,19.89,5.57,76.99,64.1,vertisol,6.04,3.78,52.72,28.17,43.02,goutte-à-goutte,améliorée,266.5,1.9,1.36,1.197637437528396,1.8073363044223516,123.91,3.1616229161482963,-1391.0100000000002,17.915263000000003,5,21,1,14,1,0
2006,Sud,café_robusta,petite_saison_sèche,27.73,1784.3,78.08,17.85,4.81,100.0,35.1,sableux_forestier,5.65,3.55,70.78,26.17,132.04,goutte-à-goutte,intégrée,559.9,3.11,0.63,0.5320204449789537,2.6050791313949206,228.99,0.9833921469780988,28.65000000000009,21.651584,8,6,2,13,1,3
2012,Sud-Ouest,thé,saison_sèche,26.98,2789.91,85.88,22.41,3.69,46.11,41.94,volcanique,5.14,4.3,108.77,44.45,79.83,gravitaire,traditionnelle,115.1,5.17,0.91,1.3456637387108747,2.393179317931793,233.05,0.48258453336008683,1443.06,23.170423999999997,9,22,3,15,2,4
2012,Sud-Ouest,bananier,petite_saison_sèche,26.09,3428.24,98.1,19.07,3.74,39.15,37.17,alluvial,6.5,4.21,224.65,61.23,233.53,aspersion,améliorée,21.3,0.11,11.41,0.9578731931949005,3.609995179174032,519.41,0.39807654174102725,2063.1399999999994,25.594289999999997,9,2,2,0,0,0
2009,Est,riz,petite_saison_pluies,22.64,1640.76,83.18,27.93,4.97,55.25,27.44,hydromorphe,6.68,3.29,71.61,49.65,133.55,gravitaire,intégrée,717.1,2.9,1.57,0.5322185061315495,1.4138203356367227,254.81,1.1049422570899523,-173.28999999999996,18.831952,2,19,1,8,2,3
2002,Sud,bananier,petite_saison_pluies,22.7,1763.93,84.65,23.1,3.73,42.0,23.12,sableux_forestier,6.99,4.81,245.42,46.14,313.37,aspersion,conventionnelle,559.6,1.73,19.39,0.7806724560231574,5.206194314806957,604.9300000000001,0.7713903667567552,402.48,19.21555,8,2,1,13,0,2
2017,Sud-Ouest,ananas,saison_sèche,27.91,3250.88,85.71,14.15,6.23,80.55,37.71,alluvial,6.06,4.63,62.77,40.63,234.9,non_irriguée,conventionnelle,31.2,4.19,18.32,0.2660873251377702,1.5078068700456402,338.3,0.6992724208765392,976.9299999999998,23.921661,9,0,3,0,3,2
2022,Centre,maïs,petite_saison_sèche,21.64,1825.18,92.88,16.8,2.42,60.77,32.22,hydromorphe,5.86,2.91,91.18,39.78,52.63,gravitaire,conventionnelle,743.3,2.83,1.74,1.7001678165206042,2.2358999509563513,183.59,0.4836872597443844,941.8800000000001,20.099232,1,11,2,8,2,2
2022,Adamaoua,maïs,petite_saison_pluies,23.25,1709.1,70.41,21.77,4.2,58.08,36.86,brun_eutrophe,5.54,1.19,108.48,36.73,100.04,gravitaire,améliorée,1156.4,2.49,1.65,1.0736342042755345,2.875165650675855,245.25,0.8964388047482604,176.0999999999999,16.370325,0,11,1,2,2,0
2018,Sud-Ouest,cacaotier,petite_saison_sèche,24.61,2692.36,78.16,15.55,3.13,47.01,38.06,alluvial,6.08,1.97,111.04,25.22,169.01,goutte-à-goutte,conventionnelle,390.5,1.14,0.52,0.6531380507028999,4.2349351639969495,305.27,0.4241727804675201,1549.91,19.235176,9,4,2,0,1,2
2016,Nord-Ouest,riz,grande_saison_pluies,14.45,2294.45,61.31,19.94,3.14,49.1,33.07,ferrallitique_rouge,6.24,2.11,127.89,59.59,76.38,pluviale,biologique,1554.5,3.12,1.21,1.6527526492633757,2.1107443472520218,263.86,0.49929207780609475,1148.3499999999997,8.859295,6,19,0,6,4,1
2005,Centre,palmier_à_huile,petite_saison_pluies,25.3,1611.03,80.5,15.01,3.74,63.47,11.48,alluvial,6.19,2.94,99.62,50.29,144.73,goutte-à-goutte,traditionnelle,681.8,3.55,9.91,0.68359294585878,1.942288945213492,294.64,0.846820468601701,245.92999999999984,20.366500000000002,1,15,1,0,1,4
2015,Est,manioc,petite_saison_sèche,15.94,1456.04,66.97,16.15,6.38,41.54,9.16,alluvial,6.21,1.43,60.04,22.31,89.97,aspersion,biologique,551.0,4.66,6.68,0.6599978014730131,2.5757185757185757,172.32,1.598240267940482,-872.6599999999999,10.675018,2,10,2,0,0,1
2018,Adamaoua,riz,petite_saison_pluies,25.12,1413.67,61.93,17.3,4.34,72.27,34.54,ferrallitique_lessivé,5.23,4.2,86.83,56.53,107.1,pluviale,améliorée,990.6,0.9,2.34,0.8032377428307124,1.5092994959151746,250.46,1.1197664472986633,-170.42999999999984,15.556816000000001,0,19,1,5,4,0
2015,Est,cacaotier,petite_saison_sèche,24.39,1559.19,80.19,16.03,2.96,60.57,39.56,alluvial,6.13,3.03,92.69,42.15,68.12,gravitaire,améliorée,630.6,1.42,0.76,1.3410011574074072,2.1480880648899188,202.96,0.6924797620802595,478.78999999999996,19.558341,2,4,2,0,2,0
2021,Extrême-Nord,niébé,grande_saison_pluies,33.3,665.83,35.39,18.77,3.81,51.72,36.48,vertisol,6.53,3.14,11.35,27.46,52.75,goutte-à-goutte,conventionnelle,484.4,6.29,0.56,0.2111627906976744,0.39880534082923397,91.56,2.08546406130498,-724.82,11.784869999999998,3,13,0,14,1,2
2016,Nord,oignon,grande_saison_pluies,36.06,843.94,31.92,15.27,6.03,50.8,68.63,vertisol,6.79,3.47,85.05,42.42,160.99,goutte-à-goutte,traditionnelle,480.4,1.61,0.19,0.5250324094079881,1.9587747581759556,288.46000000000004,2.6048595166520703,-1357.0100000000002,11.510352000000001,5,14,0,14,1,4
2017,Nord,mil,saison_sèche,34.23,933.99,66.72,17.35,3.96,51.78,35.14,brun_subaride,6.08,4.24,63.28,16.4,44.53,pluviale,biologique,483.3,0.11,0.55,1.3898528442784976,3.6367816091954026,124.21000000000001,1.5458988866191083,-511.4100000000001,22.838255999999998,5,12,3,3,4,1
2012,Est,bananier,petite_saison_pluies,23.78,1600.58,86.02,18.75,4.67,59.8,15.83,hydromorphe,5.82,1.94,261.31,25.39,197.81,gravitaire,conventionnelle,541.0,1.6,16.37,1.3143705045017857,9.901856763925728,484.51,1.0642927608986126,-103.97000000000003,20.455555999999998,2,2,1,8,2,2
2002,Littoral,maïs,petite_saison_pluies,26.4,2755.08,75.61,24.26,4.19,62.02,22.56,sableux_côtier,5.92,4.18,79.81,63.85,85.03,goutte-à-goutte,améliorée,49.6,1.68,0.5,0.9276996396605836,1.2306861989205862,228.69,0.5549004383036777,1225.7299999999998,19.961039999999997,4,11,1,12,1,0
2009,Littoral,palmier_à_huile,petite_saison_sèche,25.8,2122.74,86.01,8.0,4.86,48.09,35.57,sableux_côtier,5.77,4.31,118.08,51.72,134.8,pluviale,traditionnelle,150.6,0.1,17.67,0.8695139911634756,2.2397572078907437,304.6,0.8352717375949976,348.8399999999997,22.19058,4,15,2,12,4,4
2001,Adamaoua,riz,saison_sèche,24.09,1631.66,77.36,14.71,3.8,61.1,12.12,brun_eutrophe,6.3,0.59,147.86,42.62,98.06,goutte-à-goutte,améliorée,907.6,2.4,0.93,1.4926307288512013,3.3897294818890424,288.54,0.8495338894809696,244.66000000000008,18.636024,0,19,3,2,1,0
2007,Extrême-Nord,oignon,saison_sèche,34.18,386.72,39.33,16.7,4.4,77.63,36.16,vertisol,5.77,4.37,58.95,55.19,151.72,goutte-à-goutte,conventionnelle,337.8,2.86,6.83,0.3860005238344683,1.0491190603310199,265.86,4.142164448571134,-1219.2800000000002,13.442993999999999,3,14,3,14,1,2
2021,Nord,sorgho,petite_saison_pluies,35.89,1214.14,53.33,18.75,6.35,44.01,62.7,sableux,6.15,4.74,100.18,25.0,42.51,goutte-à-goutte,améliorée,366.0,0.42,0.82,2.3024592047805106,3.8530769230769235,167.69,1.9073933867702486,-1103.61,19.140137,5,21,1,11,1,0
2013,Centre,ananas,grande_saison_pluies,25.61,1428.32,88.03,15.37,5.38,51.77,28.85,alluvial,5.25,4.21,84.57,28.86,252.23,aspersion,conventionnelle,886.5,3.26,19.01,0.3339651700035541,2.832217012726055,365.65999999999997,1.3738700920717546,-535.3800000000001,22.544483,1,0,0,0,0,2
2008,Extrême-Nord,mil,grande_saison_pluies,37.2,723.33,38.79,9.15,7.23,51.17,36.86,halomorphe,5.84,2.38,29.91,18.71,50.83,gravitaire,améliorée,340.5,0.1,0.69,0.5770789118271271,1.517503805175038,99.45,3.643297944307153,-1915.6200000000003,14.42988,3,12,0,7,2,0
